0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.4578356587836834,0.2414644321339635,0.9443249416079542,0.6071360722620194,0.5888863398600329,0.25778924663777436,0.7627737525751442,0.028016852609018428,0.03822461727658688,0.9063195314485986,0.0821886229743517,0.9027253580318569,0.4908022749972889,0.29312976958959247
0.4958690187364472,0.1634529449078158,0.3199208585729124,0.9730053940792035,0.22524058306092576,0.03701905283956619,0.8195487519602002,0.13291877299073718,0.6424123491630094,0.17087083082886856,0.10982887944676645,0.17890230559900666,0.5670033362879479,0.4207754493962139
0.11784770571194003,0.9857470933384823,0.16886199508876576,0.21070783721742303,0.3307991865663886,0.21460206787546277,0.601436417147309,0.5918012482631128,0.30232243743679854,0.7988263628472594,0.6242386637759716,0.6416176033723243,0.8776706230218841,0.8110404184079348
0.32403509538655795,0.9035013643415232,0.7728717234682935,0.9589280037600894,0.6790683809505406,0.026739068228768148,0.09118493811517026,0.5373494690237393,0.25342856199603747,0.5224687532737032,0.6391685658227079,0.8650346639572616,0.01879875868428882,0.24133595418808362
0.4965080144424988,0.4733716114614076,0.6425688547147625,0.973517928486892,0.24757559898601966,0.020178820541506437,0.5412316670201249,0.7587577990313639,0.42025896460241985,0.11865528935001568,0.6478554577910828,0.5772205504593683,0.5689038000077004,0.13393207307507504
0.3335814020945542,0.18979441635405403,0.028993008148823662,0.1846786626959015,0.9140983177845258,0.37957546619438753,0.8286109794089008,0.656501923666127,0.45531652099122777,0.8570873150468469,0.4387567721301868,0.9367669678976243,0.2399939941586764,0.4574509874349685
0.13495767521045743,0.3761572402404624,0.6407639697128324,0.5546568383732802,0.3304170230911503,0.9955291047963782,0.741418362685943,0.6052878867684786,0.892095337600646,0.6206510897601191,0.7990875799587303,0.385227107859235,0.40546042597730236,0.913065370018873
0.9855283343358908,0.834516130756962,0.8263500641018504,0.45811012316194655,0.43894510857546254,0.47205724791446335,0.6576933966704944,0.8397768517266395,0.9725162004139171,0.8671600458639823,0.2670800825304641,0.0527976232569336,0.5693061122750174,0.22422701541413936
0.45114121650080197,0.9454664346760403,0.3470789677048085,0.6475507262513429,0.5261705447884537,0.6233301548564103,0.27479393481445125,0.16255809493887052,0.5043827811237876,0.9442981654951843,0.19338689984417634,0.3639813451636791,0.017900736681333074,0.10821010363449834
0.9370188058345905,0.9894058845626945,0.07258128081606119,0.4267101214096506,0.950585907852828,0.3689267053529727,0.6144411022758149,0.2860170658687463,0.38547738991103886,0.5707928152691766,0.21194739247718963,0.9684366345548211,0.8112568178422204,0.1361033249218574
0.09973053946395216,0.0306603249515206,0.28511376841686664,0.060229821277722806,0.7485715589414244,0.5624484708692231,0.11997637490435853,0.57224363326903,0.887205527936641,0.28754571412940433,0.6116895777286627,0.02445063929542235,0.576478525604694,0.3883107471562065
